sent_text,argument,label
` The problems start when he becomes more excited and frisky than usual . ,he,experiencer
` The problems start when he becomes more excited and frisky than usual . ,more,degree
"Some horses become excited and upset if something goes a bit wrong when they are in harness , such as chains or ropes becoming entangled around their feet . ",Some horses,experiencer
"Some horses become excited and upset if something goes a bit wrong when they are in harness , such as chains or ropes becoming entangled around their feet . ",if something goes a bit wrong when they are in harness,circumstances
At the same time they could become excited about house matches or school matches and take part in such events with earnest aggressiveness . ,they,experiencer
At the same time they could become excited about house matches or school matches and take part in such events with earnest aggressiveness . ,about house matches or school matches,topic
"Rescued dogs are often somewhat nervous of people , and yet may also become excited to see you , when you have been out , for example . ",Rescued dogs,experiencer
"Rescued dogs are often somewhat nervous of people , and yet may also become excited to see you , when you have been out , for example . ",to see you,stimulus
"There have been some most tempting glimpses of it when you have become excited about a design or angry with yourself for a failure to meet your own high standards . "" ",you,experiencer
"There have been some most tempting glimpses of it when you have become excited about a design or angry with yourself for a failure to meet your own high standards . "" ",about a design,topic
You ca n't get very excited when she brings home half-price loo rolls and stale cough sweets . ,You,experiencer
You ca n't get very excited when she brings home half-price loo rolls and stale cough sweets . ,very,degree
You ca n't get very excited when she brings home half-price loo rolls and stale cough sweets . ,when she brings home half-price loo rolls and stale cough sweets,circumstances
"And everybody gets very excited , because three hundred and fifty kilos in Durham tomorrow morning sounds like a good pay day . ",everybody,experiencer
"And everybody gets very excited , because three hundred and fifty kilos in Durham tomorrow morning sounds like a good pay day . ",very,degree
"And everybody gets very excited , because three hundred and fifty kilos in Durham tomorrow morning sounds like a good pay day . ",because three hundred and fifty kilos in Durham tomorrow morning sounds like a good pay day,explanation
"And suddenly they found themselves talking the sort of language that all of us can understand , and they got quite excited about this . ",they,experiencer
"And suddenly they found themselves talking the sort of language that all of us can understand , and they got quite excited about this . ",quite,degree
"And suddenly they found themselves talking the sort of language that all of us can understand , and they got quite excited about this . ",about this,topic
Donna seemed quite excited about it . ,Donna,experiencer
Donna seemed quite excited about it . ,quite,degree
Donna seemed quite excited about it . ,about it,topic
"I could n't wait for the pictures to come out , I was so excited to see them . ",I,experiencer
"I could n't wait for the pictures to come out , I was so excited to see them . ",so,degree
"I could n't wait for the pictures to come out , I was so excited to see them . ",to see them,stimulus
` I am so excited about seeing my sons again . ,I,experiencer
` I am so excited about seeing my sons again . ,so,degree
` I am so excited about seeing my sons again . ,about seeing my sons again,stimulus
"Alexandra was extremely excited , over-excited in Janet 's opinion . ",Alexandra,experiencer
"Alexandra was extremely excited , over-excited in Janet 's opinion . ",extremely,degree
"` They are naturally excited about getting the championship back after 33 years , "" he said . ",They,experiencer
"` They are naturally excited about getting the championship back after 33 years , "" he said . ",about getting the championship back after 33 years,stimulus
Sir Jack Brabham says he 's never been so excited about a new motor car and the challenge is to go and take on the best ,he,experiencer
